,,country_code,country,sector,urbanity,all,lowest,low,middle,higher
country,332,SLV,El Salvador,Educationsector,rural,0.0,0.0,0.0,0.0,0.0
country,333,SLV,El Salvador,Health,rural,25.5,10.58,45.73,159.16,78.47
country,334,SLV,El Salvador,ICT,rural,27.88,20.25,40.96,74.08,38.35
country,335,SLV,El Salvador,Financialservices,rural,0.11,0.06,0.15,0.91,0.0
country,336,SLV,El Salvador,Othergoodsandservices,rural,64.24,52.13,84.89,139.1,77.69
country,337,SLV,El Salvador,Appliances.,rural,45.93,37.73,59.66,95.09,71.2
country,338,ETH,Ethiopia,Alsectors,rural,1048.02,847.28,1548.08,4144.32,10955.0
country,339,ETH,Ethiopia,Foodandbeverages,rural,637.8,536.73,895.1,1330.83,1381.0
country,340,ETH,Ethiopia,Clothingandfootwear,rural,76.38,57.84,122.25,429.98,445.64
country,341,ETH,Ethiopia,Housing,rural,117.36,96.53,169.51,394.37,1116.1
country,342,ETH,Ethiopia,Energy,rural,107.73,81.77,173.95,263.54,159.04
country,343,ETH,Ethiopia,Transport,rural,9.29,3.98,19.98,544.11,208.61
country,344,ETH,Ethiopia,Water,rural,2.5,2.16,3.34,9.2,166.77
country,345,ETH,Ethiopia,Educationsector,rural,6.06,5.41,7.55,21.53,619.63
country,346,ETH,Ethiopia,Health,rural,4.34,3.26,7.06,15.15,112.61
country,347,ETH,Ethiopia,ICT,rural,3.92,1.93,7.14,212.59,4810.55
country,348,ETH,Ethiopia,Financialservices,rural,0.21,0.11,0.4,11.22,0.0
country,349,ETH,Ethiopia,Othergoodsandservices,rural,76.84,53.57,132.19,886.79,1878.59
country,350,ETH,Ethiopia,Appliances.,rural,5.6,4.0,9.61,25.02,56.47
country,351,FJI,Fiji,Alsectors,rural,1205.25,630.05,1882.22,4659.43,10901.95
country,352,FJI,Fiji,Foodandbeverages,rural,459.48,283.04,704.92,1277.01,1828.8
country,353,FJI,Fiji,Clothingandfootwear,rural,49.0,26.96,77.86,165.12,207.14
country,354,FJI,Fiji,Housing,rural,38.27,13.2,68.51,182.49,485.64
country,355,FJI,Fiji,Energy,rural,70.96,42.53,113.08,184.53,254.45
country,356,FJI,Fiji,Transport,rural,192.94,83.67,308.86,904.69,3555.13
country,357,FJI,Fiji,Water,rural,8.25,4.94,14.1,14.49,25.53
country,358,FJI,Fiji,Educationsector,rural,57.16,31.15,78.38,288.9,309.67
country,359,FJI,Fiji,Health,rural,24.98,10.38,45.86,91.31,25.97
country,360,FJI,Fiji,ICT,rural,41.81,11.56,74.77,238.62,733.88
country,361,FJI,Fiji,Financialservices,rural,64.69,6.53,106.22,596.35,1805.89
country,362,FJI,Fiji,Othergoodsandservices,rural,186.01,109.79,271.04,675.4,1604.22
country,363,FJI,Fiji,Appliances.,rural,11.68,6.29,18.62,40.51,65.61
country,364,GAB,Gabon,Alsectors,rural,1697.76,765.31,1972.22,4907.82,11663.9
country,365,GAB,Gabon,Foodandbeverages,rural,983.16,490.88,1152.35,2623.54,2637.32
country,366,GAB,Gabon,Clothingandfootwear,rural,63.13,22.36,78.28,188.51,393.89
country,367,GAB,Gabon,Housing,rural,231.58,106.73,264.78,668.66,2123.5
country,368,GAB,Gabon,Energy,rural,53.95,23.33,61.57,171.2,188.28
country,369,GAB,Gabon,Transport,rural,103.45,22.36,120.18,416.96,1191.06
country,370,GAB,Gabon,Water,rural,6.04,0.97,7.04,26.87,27.93
country,371,GAB,Gabon,Educationsector,rural,16.07,5.86,22.66,34.17,6.49
country,372,GAB,Gabon,Health,rural,44.69,15.89,51.31,161.19,24.27
country,373,GAB,Gabon,ICT,rural,46.38,5.88,48.98,185.92,2811.45
country,374,GAB,Gabon,Financialservices,rural,6.37,0.0,4.52,48.42,85.06
country,375,GAB,Gabon,Othergoodsandservices,rural,99.73,46.43,108.86,289.57,2024.43
country,376,GAB,Gabon,Appliances.,rural,43.22,24.61,51.7,92.82,150.23
country,377,GMB,Gambia,Alsectors,rural,817.51,547.36,1744.51,4272.77,
country,378,GMB,Gambia,Foodandbeverages,rural,477.04,315.03,1051.87,2056.5,
country,379,GMB,Gambia,Clothingandfootwear,rural,104.94,83.04,186.39,220.54,
country,380,GMB,Gambia,Housing,rural,10.73,6.69,23.86,81.78,
country,381,GMB,Gambia,Energy,rural,19.11,6.67,40.21,741.53,
country,382,GMB,Gambia,Transport,rural,20.16,11.24,47.65,215.29,
country,383,GMB,Gambia,Water,rural,1.12,0.36,3.63,13.52,
country,384,GMB,Gambia,Educationsector,rural,9.49,6.11,21.22,48.47,
country,385,GMB,Gambia,Health,rural,8.4,6.99,13.13,28.52,
country,386,GMB,Gambia,ICT,rural,20.37,12.6,47.01,120.13,
country,387,GMB,Gambia,Financialservices,rural,1.33,1.0,2.2,12.75,
country,388,GMB,Gambia,Othergoodsandservices,rural,143.71,97.12,304.63,711.66,
country,389,GMB,Gambia,Appliances.,rural,1.1,0.49,2.7,22.07,
country,390,GHA,Ghana,Alsectors,rural,875.15,632.11,1711.63,4324.6,12372.22
country,391,GHA,Ghana,Foodandbeverages,rural,525.0,398.29,995.9,1765.51,1984.66
country,392,GHA,Ghana,Clothingandfootwear,rural,67.26,49.55,126.72,348.7,484.17
country,393,GHA,Ghana,Housing,rural,34.09,22.19,73.03,237.12,681.33
country,394,GHA,Ghana,Energy,rural,41.49,30.91,80.17,156.49,170.86
country,395,GHA,Ghana,Transport,rural,49.13,24.05,102.52,923.53,6487.71
country,396,GHA,Ghana,Water,rural,4.79,2.99,11.52,21.28,58.88
country,397,GHA,Ghana,Educationsector,rural,46.92,36.57,84.32,168.45,0.0
country,398,GHA,Ghana,Health,rural,14.98,10.91,29.89,57.23,128.49
country,399,GHA,Ghana,ICT,rural,14.64,5.69,40.96,209.5,1379.26
country,400,GHA,Ghana,Financialservices,rural,1.93,0.64,6.34,19.72,198.02
country,401,GHA,Ghana,Othergoodsandservices,rural,58.91,39.11,127.1,343.4,610.19
country,402,GHA,Ghana,Appliances.,rural,16.01,11.21,33.17,73.68,188.65
country,403,GTM,Guatemala,Alsectors,rural,1460.13,784.78,1881.9,4743.24,13069.61
country,404,GTM,Guatemala,Foodandbeverages,rural,735.65,470.69,967.37,1653.66,1873.82
country,405,GTM,Guatemala,Clothingandfootwear,rural,68.72,42.82,89.23,164.27,420.9
country,406,GTM,Guatemala,Housing,rural,187.52,86.41,234.05,829.5,1551.36
country,407,GTM,Guatemala,Energy,rural,66.9,35.72,92.2,188.38,248.31
country,408,GTM,Guatemala,Transport,rural,69.36,13.46,70.62,448.14,4494.2
country,409,GTM,Guatemala,Water,rural,3.61,0.95,4.02,27.64,25.98
country,410,GTM,Guatemala,Educationsector,rural,9.19,1.68,11.16,66.32,165.38
country,411,GTM,Guatemala,Health,rural,98.86,30.66,129.27,483.62,2215.17
country,412,GTM,Guatemala,ICT,rural,14.17,1.5,14.86,121.33,494.76
country,413,GTM,Guatemala,Financialservices,rural,8.18,2.36,10.55,36.36,327.01
country,414,GTM,Guatemala,Othergoodsandservices,rural,161.44,84.7,207.14,572.58,1048.67
country,415,GTM,Guatemala,Appliances.,rural,36.52,13.82,51.43,151.43,204.05
country,416,GIN,Guinea,Alsectors,rural,579.66,556.05,1408.8,,
country,417,GIN,Guinea,Foodandbeverages,rural,462.4,444.41,1094.04,,
country,418,GIN,Guinea,Clothingandfootwear,rural,22.22,21.78,37.64,,
country,419,GIN,Guinea,Housing,rural,16.43,16.02,30.89,,
country,420,GIN,Guinea,Energy,rural,11.47,10.98,28.79,,
country,421,GIN,Guinea,Transport,rural,15.54,13.66,81.33,,
country,422,GIN,Guinea,Water,rural,0.22,0.2,0.84,,
country,423,GIN,Guinea,Educationsector,rural,1.02,1.0,1.54,,
country,424,GIN,Guinea,Health,rural,15.97,15.17,44.04,,
country,425,GIN,Guinea,ICT,rural,1.99,1.42,22.18,,
country,426,GIN,Guinea,Financialservices,rural,0.06,0.04,0.54,,
country,427,GIN,Guinea,Othergoodsandservices,rural,28.16,27.34,57.16,,
country,428,GIN,Guinea,Appliances.,rural,4.2,4.04,9.81,,
country,429,HND,Honduras,Alsectors,rural,1010.58,558.98,1892.52,4909.7,13110.51
country,430,HND,Honduras,Foodandbeverages,rural,640.99,437.6,1186.47,1625.75,1725.46
country,431,HND,Honduras,Clothingandfootwear,rural,25.21,12.11,54.34,127.27,179.03
country,432,HND,Honduras,Housing,rural,38.45,17.43,77.31,247.68,461.26
country,433,HND,Honduras,Energy,rural,0.0,0.0,0.0,0.0,0.0
country,434,HND,Honduras,Transport,rural,196.12,44.61,359.12,2110.49,9247.89
country,435,HND,Honduras,Water,rural,0.0,0.0,0.0,0.0,0.0
country,436,HND,Honduras,Educationsector,rural,0.0,0.0,0.0,0.0,0.0
country,437,HND,Honduras,Health,rural,0.46,0.17,0.62,6.88,0.0
country,438,HND,Honduras,ICT,rural,8.36,1.06,19.83,102.54,74.64
country,439,HND,Honduras,Financialservices,rural,2.71,0.16,4.05,53.2,56.18
country,440,HND,Honduras,Othergoodsandservices,rural,65.93,30.08,122.02,475.54,1085.71
country,441,HND,Honduras,Appliances.,rural,32.34,15.77,68.75,160.36,280.34
country,442,IND,India,Alsectors,rural,596.57,552.75,1546.68,4131.91,
country,443,IND,India,Foodandbeverages,rural,326.2,311.6,643.83,1041.85,
country,444,IND,India,Clothingandfootwear,rural,40.71,38.26,93.99,199.69,
country,445,IND,India,Housing,rural,10.31,8.07,58.5,291.7,
country,446,IND,India,Energy,rural,56.29,54.14,102.94,200.32,
country,447,IND,India,Transport,rural,26.98,21.69,140.62,865.46,
country,448,IND,India,Water,rural,0.63,0.56,2.14,4.09,
country,449,IND,India,Educationsector,rural,13.06,10.43,70.56,65.13,
country,450,IND,India,Health,rural,31.43,27.14,125.23,159.09,
country,451,IND,India,ICT,rural,16.3,13.59,74.66,409.91,
country,452,IND,India,Financialservices,rural,0.27,0.26,0.56,2.41,
country,453,IND,India,Othergoodsandservices,rural,58.7,52.27,197.46,828.61,
country,454,IND,India,Appliances.,rural,15.68,14.74,36.21,63.64,
country,455,IDN,Indonesia,Alsectors,rural,766.88,636.83,1607.3,4499.08,
country,456,IDN,Indonesia,Foodandbeverages,rural,420.74,371.4,752.44,938.55,
country,457,IDN,Indonesia,Clothingandfootwear,rural,28.02,23.38,58.85,100.29,
country,458,IDN,Indonesia,Housing,rural,61.55,48.61,147.55,268.65,
country,459,IDN,Indonesia,Energy,rural,46.46,40.25,88.29,106.25,
country,460,IDN,Indonesia,Transport,rural,59.92,35.29,206.79,1627.25,
country,461,IDN,Indonesia,Water,rural,1.47,1.11,3.85,6.01,
country,462,IDN,Indonesia,Educationsector,rural,14.28,12.05,29.2,42.85,
country,463,IDN,Indonesia,Health,rural,15.78,12.19,40.08,44.22,
country,464,IDN,Indonesia,ICT,rural,16.73,11.07,53.93,133.62,
country,465,IDN,Indonesia,Financialservices,rural,0.51,0.16,2.72,14.31,
country,466,IDN,Indonesia,Othergoodsandservices,rural,87.9,69.73,197.15,1181.78,
country,467,IDN,Indonesia,Appliances.,rural,13.53,11.6,26.46,35.3,
country,468,IRQ,Iraq,Alsectors,rural,1814.25,841.21,1958.74,4591.62,10533.58
country,469,IRQ,Iraq,Foodandbeverages,rural,751.51,417.67,851.08,1442.67,1609.29
country,470,IRQ,Iraq,Clothingandfootwear,rural,133.99,66.41,144.76,319.0,843.05
country,471,IRQ,Iraq,Housing,rural,258.51,142.59,286.08,523.16,1248.63
country,472,IRQ,Iraq,Energy,rural,119.44,56.5,132.22,287.31,334.19
country,473,IRQ,Iraq,Transport,rural,288.04,54.78,257.04,1321.78,4383.58
country,474,IRQ,Iraq,Water,rural,0.0,0.0,0.0,0.0,0.0
country,475,IRQ,Iraq,Educationsector,rural,12.35,6.6,14.3,22.91,21.76
country,476,IRQ,Iraq,Health,rural,43.9,18.93,53.23,82.45,135.86
country,477,IRQ,Iraq,ICT,rural,50.35,18.03,55.97,135.96,380.05
country,478,IRQ,Iraq,Financialservices,rural,2.03,0.24,2.15,7.32,43.31
country,479,IRQ,Iraq,Othergoodsandservices,rural,143.51,55.02,150.12,422.22,1479.31
country,480,IRQ,Iraq,Appliances.,rural,10.61,4.44,11.79,26.85,54.55
country,481,JAM,Jamaica,Alsectors,rural,1901.77,847.82,1935.58,4628.92,11595.27
country,482,JAM,Jamaica,Foodandbeverages,rural,752.43,412.39,802.06,1461.93,2121.0
country,483,JAM,Jamaica,Clothingandfootwear,rural,155.14,80.28,165.55,315.92,400.27
country,484,JAM,Jamaica,Housing,rural,64.25,9.98,45.77,299.11,1291.84
country,485,JAM,Jamaica,Energy,rural,156.04,71.99,160.91,369.54,638.46
country,486,JAM,Jamaica,Transport,rural,272.58,82.8,259.57,812.06,4113.85
country,487,JAM,Jamaica,Water,rural,19.88,6.97,19.9,57.48,72.08
country,488,JAM,Jamaica,Educationsector,rural,67.93,40.28,73.4,121.35,41.98
country,489,JAM,Jamaica,Health,rural,69.93,38.21,77.78,118.34,174.87
country,490,JAM,Jamaica,ICT,rural,96.29,26.86,97.73,285.29,566.41
country,491,JAM,Jamaica,Financialservices,rural,27.9,1.99,15.28,157.28,768.87
country,492,JAM,Jamaica,Othergoodsandservices,rural,149.28,45.8,144.9,466.35,920.03
country,493,JAM,Jamaica,Appliances.,rural,70.12,30.28,72.72,164.25,485.62
country,494,JOR,Jordan,Alsectors,rural,2546.65,844.0,2195.22,4634.85,11210.71
country,495,JOR,Jordan,Foodandbeverages,rural,1077.84,404.4,985.11,1801.51,2870.36
country,496,JOR,Jordan,Clothingandfootwear,rural,136.11,38.28,121.39,241.04,528.06
country,497,JOR,Jordan,Housing,rural,326.25,128.76,289.96,555.88,1252.2
country,498,JOR,Jordan,Energy,rural,104.97,49.48,98.92,156.79,322.61
country,499,JOR,Jordan,Transport,rural,197.42,35.65,127.04,489.5,1973.91
country,500,JOR,Jordan,Water,rural,25.69,13.2,23.57,38.82,106.97
country,501,JOR,Jordan,Educationsector,rural,110.6,12.81,76.43,259.81,1151.55
country,502,JOR,Jordan,Health,rural,34.1,12.28,28.38,65.45,131.73
country,503,JOR,Jordan,ICT,rural,143.88,30.23,116.56,292.47,839.43
country,504,JOR,Jordan,Financialservices,rural,8.97,1.34,6.43,20.3,85.78
country,505,JOR,Jordan,Othergoodsandservices,rural,334.58,103.1,278.68,635.87,1816.34
country,506,JOR,Jordan,Appliances.,rural,46.26,14.48,42.75,77.42,131.76
country,507,KAZ,Kazakhstan,Alsectors,rural,2371.08,996.7,2119.34,4465.81,10154.49
country,508,KAZ,Kazakhstan,Foodandbeverages,rural,1557.4,694.97,1411.83,2813.77,6353.89
country,509,KAZ,Kazakhstan,Clothingandfootwear,rural,170.78,62.38,158.91,299.33,494.44
country,510,KAZ,Kazakhstan,Housing,rural,7.36,1.11,4.84,23.39,35.93
country,511,KAZ,Kazakhstan,Energy,rural,200.45,81.54,170.86,417.39,1201.44
country,512,KAZ,Kazakhstan,Transport,rural,59.66,23.29,54.18,109.06,430.79
country,513,KAZ,Kazakhstan,Water,rural,8.88,7.08,8.2,13.12,68.2
country,514,KAZ,Kazakhstan,Educationsector,rural,36.43,11.64,33.38,67.43,108.38
country,515,KAZ,Kazakhstan,Health,rural,40.8,14.5,33.67,92.09,86.59
country,516,KAZ,Kazakhstan,ICT,rural,25.84,3.98,19.05,72.38,97.23
country,517,KAZ,Kazakhstan,Financialservices,rural,0.01,0.0,0.01,0.01,0.0
country,518,KAZ,Kazakhstan,Othergoodsandservices,rural,177.34,66.44,151.97,370.04,821.98
country,519,KAZ,Kazakhstan,Appliances.,rural,86.14,29.77,72.43,187.8,455.61
country,520,KEN,Kenya,Alsectors,rural,571.99,481.57,1702.5,4521.34,
country,521,KEN,Kenya,Foodandbeverages,rural,378.18,336.99,914.39,1451.13,
country,522,KEN,Kenya,Clothingandfootwear,rural,53.02,40.19,213.85,601.64,
country,523,KEN,Kenya,Housing,rural,2.54,1.5,14.26,91.2,
country,524,KEN,Kenya,Energy,rural,20.47,17.05,65.06,107.34,
country,525,KEN,Kenya,Transport,rural,30.77,17.74,167.52,1497.66,
country,526,KEN,Kenya,Water,rural,3.89,3.22,12.22,35.08,
country,527,KEN,Kenya,Educationsector,rural,0.0,0.0,0.0,0.0,
country,528,KEN,Kenya,Health,rural,14.34,10.98,57.49,120.71,
country,529,KEN,Kenya,ICT,rural,9.11,5.81,50.06,164.39,
country,530,KEN,Kenya,Financialservices,rural,0.53,0.3,2.71,31.32,
country,531,KEN,Kenya,Othergoodsandservices,rural,49.9,40.37,172.83,335.5,
country,532,KEN,Kenya,Appliances.,rural,9.25,7.43,32.09,85.36,
country,533,KGZ,Kyrgyzstan,Alsectors,rural,1383.6,904.73,1736.15,4513.76,12302.91
country,534,KGZ,Kyrgyzstan,Foodandbeverages,rural,843.69,601.9,1045.17,1963.29,2014.16
country,535,KGZ,Kyrgyzstan,Clothingandfootwear,rural,135.88,98.76,164.25,361.6,377.33
country,536,KGZ,Kyrgyzstan,Housing,rural,29.73,9.15,38.6,300.67,62.77
country,537,KGZ,Kyrgyzstan,Energy,rural,36.72,23.53,44.48,165.75,158.73
country,538,KGZ,Kyrgyzstan,Transport,rural,136.58,68.33,169.48,899.73,7739.92
country,539,KGZ,Kyrgyzstan,Water,rural,3.28,2.25,3.99,11.25,0.0
country,540,KGZ,Kyrgyzstan,Educationsector,rural,30.07,8.98,44.93,183.47,302.68
country,541,KGZ,Kyrgyzstan,Health,rural,20.62,10.5,28.55,78.83,7.11
country,542,KGZ,Kyrgyzstan,ICT,rural,33.91,20.76,42.26,147.83,357.79
country,543,KGZ,Kyrgyzstan,Financialservices,rural,0.13,0.03,0.22,0.33,5.85
country,544,KGZ,Kyrgyzstan,Othergoodsandservices,rural,93.02,50.85,125.91,330.24,984.82
country,545,KGZ,Kyrgyzstan,Appliances.,rural,19.98,9.69,28.31,70.76,291.75
country,546,LAO,Lao People's Democratic Republic,Alsectors,rural,948.48,611.41,4050.94,7778.66,23994.79
country,547,LAO,Lao People's Democratic Republic,Foodandbeverages,rural,565.72,424.79,2072.6,1448.26,1593.81
country,548,LAO,Lao People's Democratic Republic,Clothingandfootwear,rural,28.44,18.14,137.69,105.56,75.69
country,549,LAO,Lao People's Democratic Republic,Housing,rural,80.11,40.84,432.42,983.39,2869.55
country,550,LAO,Lao People's Democratic Republic,Energy,rural,36.1,29.91,101.88,79.98,94.18
country,551,LAO,Lao People's Democratic Republic,Transport,rural,136.87,45.52,735.28,4070.05,18771.98
country,552,LAO,Lao People's Democratic Republic,Water,rural,0.18,0.07,1.42,0.0,0.0
country,553,LAO,Lao People's Democratic Republic,Educationsector,rural,7.39,4.79,34.98,26.71,21.23
country,554,LAO,Lao People's Democratic Republic,Health,rural,16.49,9.0,88.16,172.63,51.35
country,555,LAO,Lao People's Democratic Republic,ICT,rural,18.59,9.03,115.23,151.88,67.88
country,556,LAO,Lao People's Democratic Republic,Financialservices,rural,0.18,0.08,0.94,3.37,10.17
country,557,LAO,Lao People's Democratic Republic,Othergoodsandservices,rural,54.53,26.99,309.69,714.0,429.83
country,558,LAO,Lao People's Democratic Republic,Appliances.,rural,3.88,2.25,20.66,22.82,9.11
country,559,LVA,Latvia,Alsectors,rural,4201.76,911.08,2314.24,5171.71,14233.76
country,560,LVA,Latvia,Foodandbeverages,rural,1560.76,583.41,1142.48,1813.82,3634.19
country,561,LVA,Latvia,Clothingandfootwear,rural,206.97,18.45,69.98,249.88,1142.28
country,562,LVA,Latvia,Housing,rural,102.28,16.52,43.29,138.12,353.11
country,563,LVA,Latvia,Energy,rural,299.32,92.99,188.13,377.28,713.49
country,564,LVA,Latvia,Transport,rural,673.06,33.23,234.86,876.29,3102.62
country,565,LVA,Latvia,Water,rural,17.05,8.46,14.0,19.06,31.76
country,566,LVA,Latvia,Educationsector,rural,59.73,0.0,20.83,86.3,201.25
country,567,LVA,Latvia,Health,rural,232.48,7.4,108.14,301.15,856.99
country,568,LVA,Latvia,ICT,rural,257.43,24.4,148.59,338.92,640.57
country,569,LVA,Latvia,Financialservices,rural,86.73,8.55,36.28,121.8,265.3
country,570,LVA,Latvia,Othergoodsandservices,rural,618.53,100.01,259.36,743.55,2977.46
country,571,LVA,Latvia,Appliances.,rural,87.44,17.67,48.29,105.54,314.74
country,572,LSO,Lesotho,Alsectors,rural,944.48,547.25,1870.61,4607.97,13073.59
country,573,LSO,Lesotho,Foodandbeverages,rural,386.76,243.6,721.53,1651.7,6211.56
country,574,LSO,Lesotho,Clothingandfootwear,rural,114.43,44.15,275.02,834.41,870.83
country,575,LSO,Lesotho,Housing,rural,150.65,111.8,253.94,419.24,971.41
country,576,LSO,Lesotho,Energy,rural,60.57,41.67,114.04,174.02,198.76
country,577,LSO,Lesotho,Transport,rural,40.84,18.12,102.18,204.23,97.36
country,578,LSO,Lesotho,Water,rural,0.38,0.22,0.83,1.53,0.0
country,579,LSO,Lesotho,Educationsector,rural,22.0,6.31,62.46,152.02,0.0
country,580,LSO,Lesotho,Health,rural,8.57,4.99,19.44,24.66,23.82
country,581,LSO,Lesotho,ICT,rural,4.95,2.17,12.04,28.46,11.34
country,582,LSO,Lesotho,Financialservices,rural,1.74,0.91,4.52,3.13,4.01
country,583,LSO,Lesotho,Othergoodsandservices,rural,129.45,57.06,257.51,1049.12,4592.64
country,584,LSO,Lesotho,Appliances.,rural,24.13,16.26,47.11,65.43,91.86
country,585,LBR,Liberia,Alsectors,rural,537.98,483.94,1677.73,4851.22,
country,586,LBR,Liberia,Foodandbeverages,rural,376.26,342.83,1106.66,916.8,
country,587,LBR,Liberia,Clothingandfootwear,rural,31.79,30.35,63.43,40.15,
country,588,LBR,Liberia,Housing,rural,25.02,23.61,53.25,255.4,
country,589,LBR,Liberia,Energy,rural,10.95,9.38,42.49,277.25,
country,590,LBR,Liberia,Transport,rural,36.27,27.46,197.03,2830.05,
country,591,LBR,Liberia,Water,rural,0.0,0.0,0.0,0.0,
country,592,LBR,Liberia,Educationsector,rural,6.25,5.87,13.97,64.89,
country,593,LBR,Liberia,Health,rural,11.39,10.89,21.21,115.6,
country,594,LBR,Liberia,ICT,rural,7.43,5.38,49.8,227.25,
country,595,LBR,Liberia,Financialservices,rural,0.65,0.59,1.83,0.0,
country,596,LBR,Liberia,Othergoodsandservices,rural,23.71,20.39,96.05,102.69,
country,597,LBR,Liberia,Appliances.,rural,8.27,7.18,32.01,21.14,
country,598,LTU,Lithuania,Alsectors,rural,3806.21,923.43,2351.37,5120.79,13693.97
country,599,LTU,Lithuania,Foodandbeverages,rural,1775.85,675.58,1330.62,2314.84,3544.56
country,600,LTU,Lithuania,Clothingandfootwear,rural,306.42,37.18,153.78,444.72,1298.96
country,601,LTU,Lithuania,Housing,rural,300.88,39.63,155.87,402.22,1585.66
country,602,LTU,Lithuania,Energy,rural,119.72,17.94,65.95,157.27,602.41
country,603,LTU,Lithuania,Transport,rural,393.04,30.51,182.52,529.11,2360.88
country,604,LTU,Lithuania,Water,rural,6.49,0.97,3.58,8.53,32.67
country,605,LTU,Lithuania,Educationsector,rural,15.05,0.0,3.76,31.07,17.81
country,606,LTU,Lithuania,Health,rural,173.56,12.63,92.55,250.32,684.92
country,607,LTU,Lithuania,ICT,rural,185.87,31.66,125.29,247.66,560.63
country,608,LTU,Lithuania,Financialservices,rural,21.46,2.88,9.43,28.51,139.36
country,609,LTU,Lithuania,Othergoodsandservices,rural,455.24,67.38,204.88,636.63,2524.3
country,610,LTU,Lithuania,Appliances.,rural,52.64,7.06,23.14,69.92,341.82
country,611,MKD,"Macedonia, Republic of",Alsectors,rural,4772.0,967.93,2393.45,5445.79,14023.63
country,612,MKD,"Macedonia, Republic of",Foodandbeverages,rural,2588.01,787.01,1623.92,3007.28,5306.38
country,613,MKD,"Macedonia, Republic of",Clothingandfootwear,rural,385.24,16.36,115.24,451.09,1495.51
country,614,MKD,"Macedonia, Republic of",Housing,rural,70.1,0.0,2.96,35.89,726.5
country,615,MKD,"Macedonia, Republic of",Energy,rural,429.82,6.82,131.43,491.92,1743.79
country,616,MKD,"Macedonia, Republic of",Transport,rural,303.29,16.99,85.73,385.28,972.42
country,617,MKD,"Macedonia, Republic of",Water,rural,0.77,0.0,0.2,1.0,2.37
country,618,MKD,"Macedonia, Republic of",Educationsector,rural,5.08,0.0,0.36,9.06,2.38
country,619,MKD,"Macedonia, Republic of",Health,rural,157.06,3.62,76.39,187.18,423.48
country,620,MKD,"Macedonia, Republic of",ICT,rural,256.83,3.58,56.65,250.37,1496.74
country,621,MKD,"Macedonia, Republic of",Financialservices,rural,0.0,0.0,0.0,0.0,0.0
country,622,MKD,"Macedonia, Republic of",Othergoodsandservices,rural,483.14,104.35,248.52,513.72,1671.93
country,623,MKD,"Macedonia, Republic of",Appliances.,rural,92.65,29.21,52.08,112.99,182.13
country,624,MDG,Madagascar,Alsectors,rural,210.4,205.53,1526.09,4013.81,14767.79
country,625,MDG,Madagascar,Foodandbeverages,rural,143.55,140.34,746.95,3927.28,14675.91
country,626,MDG,Madagascar,Clothingandfootwear,rural,10.12,10.03,49.87,3.13,4.6
country,627,MDG,Madagascar,Housing,rural,20.65,20.31,167.4,47.7,25.95
country,628,MDG,Madagascar,Energy,rural,3.49,3.32,74.3,16.07,12.97
country,629,MDG,Madagascar,Transport,rural,11.02,10.74,134.23,5.85,4.24
country,630,MDG,Madagascar,Water,rural,1.01,0.63,163.89,0.0,1.95
country,631,MDG,Madagascar,Educationsector,rural,2.97,2.95,10.57,0.0,0.0
country,632,MDG,Madagascar,Health,rural,1.72,1.71,6.4,1.79,0.27
country,633,MDG,Madagascar,ICT,rural,0.92,0.85,29.41,1.38,0.42
country,634,MDG,Madagascar,Financialservices,rural,0.0,0.0,0.0,0.0,0.0
country,635,MDG,Madagascar,Othergoodsandservices,rural,14.55,14.27,134.06,10.61,41.08
country,636,MDG,Madagascar,Appliances.,rural,0.39,0.37,9.01,0.0,0.41
country,637,MWI,Malawi,Alsectors,rural,489.46,434.84,1631.53,4071.02,12501.61
country,638,MWI,Malawi,Foodandbeverages,rural,345.66,314.07,1020.22,1876.81,12318.98
country,639,MWI,Malawi,Clothingandfootwear,rural,13.49,11.37,60.48,87.35,0.0
country,640,MWI,Malawi,Housing,rural,48.33,43.57,148.61,356.71,124.67
country,641,MWI,Malawi,Energy,rural,9.66,7.49,54.23,186.61,0.0
country,642,MWI,Malawi,Transport,rural,15.72,10.14,117.67,853.35,3.15
country,643,MWI,Malawi,Water,rural,0.77,0.61,3.55,22.97,0.0
country,644,MWI,Malawi,Educationsector,rural,4.04,3.97,5.68,5.71,2.74
country,645,MWI,Malawi,Health,rural,6.17,5.75,15.47,23.08,0.0
country,646,MWI,Malawi,ICT,rural,13.88,10.73,80.53,212.65,12.09
country,647,MWI,Malawi,Financialservices,rural,0.07,0.0,0.99,15.58,0.0
country,648,MWI,Malawi,Othergoodsandservices,rural,18.97,15.49,88.53,356.8,25.82
country,649,MWI,Malawi,Appliances.,rural,12.71,11.64,35.57,73.39,14.17
country,650,MDV,Maldives,Alsectors,rural,1512.57,792.31,1856.03,5104.7,
country,651,MDV,Maldives,Foodandbeverages,rural,448.07,306.02,538.86,908.61,
country,652,MDV,Maldives,Clothingandfootwear,rural,60.73,36.07,71.67,192.43,
country,653,MDV,Maldives,Housing,rural,144.14,60.24,178.91,618.78,
country,654,MDV,Maldives,Energy,rural,121.74,88.67,146.48,190.12,
country,655,MDV,Maldives,Transport,rural,114.18,34.28,160.92,419.78,
country,656,MDV,Maldives,Water,rural,5.5,4.03,7.22,1.9,
country,657,MDV,Maldives,Educationsector,rural,34.71,17.24,48.53,62.85,
country,658,MDV,Maldives,Health,rural,132.47,44.37,179.28,520.28,
country,659,MDV,Maldives,ICT,rural,110.9,50.3,147.24,333.1,
